,municipio,ano,uf,area_ha
756,CAREIRO DA VARZEA,2022,AM,976.1999999999999
757,CAREIRO DA VARZEA,2023,AM,7.8
758,CARLINDA,2016,MT,210.50000000000003
759,CARLINDA,2017,MT,715.6
760,CARLINDA,2018,MT,170.5
761,CARLINDA,2019,MT,986.6
762,CARLINDA,2020,MT,651.4
763,CARLINDA,2021,MT,732.9
764,CARLINDA,2022,MT,269.7
765,CARMOLANDIA,2017,TO,389.6
766,CARMOLANDIA,2018,TO,30.4
767,CAROEBE,2016,RR,2571.4
768,CAROEBE,2017,RR,1480.0
769,CAROEBE,2018,RR,1613.1
770,CAROEBE,2019,RR,2580.9
771,CAROEBE,2020,RR,2867.2
772,CAROEBE,2021,RR,2024.8
773,CAROEBE,2022,RR,2801.1
774,CAROEBE,2023,RR,1172.3
775,CARUTAPERA,2019,MA,70.0
776,CARUTAPERA,2020,MA,81.2
777,CARUTAPERA,2022,MA,45.0
778,CARUTAPERA,2023,MA,11.9
779,CASEARA,2016,TO,102.5
780,CASEARA,2017,TO,484.1
781,CASEARA,2018,TO,1992.1
782,CASTANHAL,2016,PA,86.8
783,CASTANHAL,2017,PA,23.1
784,CASTANHAL,2018,PA,9.9
785,CASTANHAL,2019,PA,30.9
786,CASTANHAL,2020,PA,21.4
787,CASTANHEIRA,2016,MT,1009.2
788,CASTANHEIRA,2017,MT,708.8000000000001
789,CASTANHEIRA,2018,MT,164.8
790,CASTANHEIRA,2019,MT,1935.2
791,CASTANHEIRA,2020,MT,1559.9
792,CASTANHEIRA,2021,MT,1151.8
793,CASTANHEIRA,2022,MT,1559.7
794,CASTANHEIRAS,2016,RO,275.8
795,CASTANHEIRAS,2017,RO,167.9
796,CASTANHEIRAS,2018,RO,106.0
797,CASTANHEIRAS,2019,RO,101.9
798,CASTANHEIRAS,2020,RO,214.7
799,CASTANHEIRAS,2021,RO,61.3
800,CASTANHEIRAS,2022,RO,17.4
801,CENTRO DO GUILHERME,2016,MA,7586.5
802,CENTRO DO GUILHERME,2018,MA,333.7
803,CENTRO DO GUILHERME,2019,MA,9.0
804,CENTRO DO GUILHERME,2020,MA,248.0
805,CENTRO DO GUILHERME,2021,MA,67.1
806,CENTRO DO GUILHERME,2022,MA,30.3
807,CENTRO NOVO DO MARANHAO,2016,MA,93044.5
808,CENTRO NOVO DO MARANHAO,2017,MA,81.3
809,CENTRO NOVO DO MARANHAO,2018,MA,954.8
810,CENTRO NOVO DO MARANHAO,2019,MA,350.2
811,CENTRO NOVO DO MARANHAO,2020,MA,940.0
812,CENTRO NOVO DO MARANHAO,2021,MA,508.7
813,CENTRO NOVO DO MARANHAO,2022,MA,571.5
814,CENTRO NOVO DO MARANHAO,2023,MA,171.79999999999998
815,CEREJEIRAS,2016,RO,95.9
816,CEREJEIRAS,2017,RO,146.60000000000002
817,CEREJEIRAS,2018,RO,45.2
818,CEREJEIRAS,2019,RO,73.7
819,CEREJEIRAS,2020,RO,101.9
820,CEREJEIRAS,2021,RO,623.3
821,CEREJEIRAS,2022,RO,179.29999999999998
822,CEREJEIRAS,2023,RO,21.6
823,CHAPADA DE AREIA,2016,TO,540.4
824,CHAPADA DE AREIA,2017,TO,0.8
825,CHAPADA DE AREIA,2018,TO,42.0
826,CHAPADA DOS GUIMARAES,2016,MT,11.5
827,CHAPADA DOS GUIMARAES,2017,MT,120.89999999999999
828,CHAVES,2016,PA,185.0
829,CHAVES,2018,PA,16.9
830,CHAVES,2019,PA,314.1
831,CHUPINGUAIA,2016,RO,901.2
832,CHUPINGUAIA,2017,RO,1136.5
833,CHUPINGUAIA,2018,RO,1239.4
834,CHUPINGUAIA,2019,RO,3310.5
835,CHUPINGUAIA,2020,RO,5576.7
836,CHUPINGUAIA,2021,RO,2188.1
837,CHUPINGUAIA,2022,RO,1037.3
838,CHUPINGUAIA,2023,RO,129.4
839,CIDELANDIA,2017,MA,93.2
840,CIDELANDIA,2018,MA,149.5
841,CIDELANDIA,2019,MA,383.3
842,CIDELANDIA,2020,MA,294.7
843,CIDELANDIA,2021,MA,381.2
844,CIDELANDIA,2022,MA,227.89999999999998
845,CIDELANDIA,2023,MA,40.2
846,CLAUDIA,2016,MT,5115.2
847,CLAUDIA,2017,MT,12519.1
848,CLAUDIA,2018,MT,17013.0
849,CLAUDIA,2019,MT,16782.5
850,CLAUDIA,2020,MT,20015.2
851,CLAUDIA,2021,MT,9379.3
852,CLAUDIA,2022,MT,14301.3
853,CLAUDIA,2023,MT,653.8
854,COARI,2016,AM,970.9
855,COARI,2017,AM,462.70000000000005
856,COARI,2018,AM,275.8
857,COARI,2019,AM,1223.1
858,COARI,2020,AM,348.6
859,COARI,2021,AM,312.90000000000003
860,COARI,2022,AM,71.5
861,COCALINHO,2016,MT,21437.0
862,COCALINHO,2017,MT,2493.2
863,COCALINHO,2018,MT,507.0
864,CODAJAS,2016,AM,1873.7
865,CODAJAS,2017,AM,132.6
866,CODAJAS,2018,AM,136.5
867,CODAJAS,2019,AM,106.4
868,CODAJAS,2020,AM,68.2
869,CODAJAS,2021,AM,75.1
870,CODAJAS,2022,AM,68.3
871,CODO,2016,MA,161.0
872,CODO,2018,MA,30.7
873,COLARES,2016,PA,33.8
874,COLIDER,2016,MT,221.79999999999998
875,COLIDER,2017,MT,7215.6
876,COLIDER,2018,MT,878.0
877,COLIDER,2019,MT,2148.9
878,COLIDER,2020,MT,1275.8999999999999
879,COLIDER,2021,MT,643.7
880,COLIDER,2022,MT,401.2
881,COLIDER,2023,MT,157.1
882,COLINAS,2016,MA,291.7
883,COLINAS,2017,MA,766.3000000000001
884,COLINAS,2018,MA,887.6
885,COLMEIA,2019,TO,94.0
886,COLMEIA,2020,TO,38.099999999999994
887,COLMEIA,2021,TO,20.5
888,COLNIZA,2016,MT,23692.7
889,COLNIZA,2017,MT,33459.4
890,COLNIZA,2018,MT,25856.4
891,COLNIZA,2019,MT,40834.8
892,COLNIZA,2020,MT,56903.5
893,COLNIZA,2021,MT,58600.1
894,COLNIZA,2022,MT,79971.8
895,COLNIZA,2023,MT,3852.7
896,COLORADO DO OESTE,2016,RO,40.1
897,COLORADO DO OESTE,2017,RO,33.8
898,COLORADO DO OESTE,2018,RO,22.5
899,COLORADO DO OESTE,2019,RO,141.8
900,COLORADO DO OESTE,2020,RO,42.8
901,COLORADO DO OESTE,2021,RO,67.0
902,COLORADO DO OESTE,2022,RO,61.8
903,COLORADO DO OESTE,2023,RO,4.8
904,COMODORO,2016,MT,7129.8
905,COMODORO,2017,MT,8543.5
906,COMODORO,2018,MT,5582.7
907,COMODORO,2019,MT,3853.8
908,COMODORO,2020,MT,19963.3
909,COMODORO,2021,MT,14961.2
910,COMODORO,2022,MT,6415.7
911,COMODORO,2023,MT,632.3
912,CONCEICAO DO ARAGUAIA,2016,PA,1209.8
913,CONCEICAO DO ARAGUAIA,2017,PA,11206.7
914,CONCEICAO DO ARAGUAIA,2018,PA,581.0
915,CONCEICAO DO ARAGUAIA,2019,PA,4072.6
916,CONCEICAO DO ARAGUAIA,2020,PA,7601.1
917,CONCEICAO DO ARAGUAIA,2021,PA,690.8000000000001
918,CONCEICAO DO ARAGUAIA,2022,PA,1429.1
919,CONCEICAO DO ARAGUAIA,2023,PA,189.5
920,CONCORDIA DO PARA,2016,PA,110.1
921,CONCORDIA DO PARA,2018,PA,26.8
922,CONCORDIA DO PARA,2020,PA,38.2
923,CONCORDIA DO PARA,2021,PA,7.8
924,CONFRESA,2016,MT,10014.8
925,CONFRESA,2017,MT,7272.2
926,CONFRESA,2018,MT,2928.5
927,CONFRESA,2019,MT,12648.9
928,CONFRESA,2020,MT,8157.599999999999
929,CONFRESA,2021,MT,3487.0
930,CONFRESA,2022,MT,19262.899999999998
931,CONFRESA,2023,MT,330.2
932,CONQUISTA DOESTE,2016,MT,883.5000000000001
933,CONQUISTA DOESTE,2017,MT,1356.0
934,CONQUISTA DOESTE,2019,MT,1038.8
935,CONQUISTA DOESTE,2020,MT,19535.9
936,CONQUISTA DOESTE,2021,MT,1334.8
937,CONQUISTA DOESTE,2022,MT,9813.8
938,CONQUISTA DOESTE,2023,MT,181.9
939,COROATA,2016,MA,102.39999999999999
940,COROATA,2017,MA,29.5
941,CORUMBIARA,2016,RO,211.20000000000002
942,CORUMBIARA,2017,RO,211.5
943,CORUMBIARA,2018,RO,624.8
944,CORUMBIARA,2019,RO,357.3
945,CORUMBIARA,2020,RO,751.6
946,CORUMBIARA,2021,RO,293.3
947,CORUMBIARA,2022,RO,338.90000000000003
948,CORUMBIARA,2023,RO,29.2
949,COSTA MARQUES,2016,RO,2879.9
950,COSTA MARQUES,2017,RO,1720.3
951,COSTA MARQUES,2018,RO,4083.5
952,COSTA MARQUES,2019,RO,5556.3
953,COSTA MARQUES,2020,RO,3343.2
954,COSTA MARQUES,2021,RO,5559.5
955,COSTA MARQUES,2022,RO,7085.599999999999
956,COSTA MARQUES,2023,RO,902.2
957,COTRIGUACU,2016,MT,8594.5
958,COTRIGUACU,2017,MT,6890.3
959,COTRIGUACU,2018,MT,1471.8
960,COTRIGUACU,2019,MT,13598.0
961,COTRIGUACU,2020,MT,10047.5
962,COTRIGUACU,2021,MT,10112.5
963,COTRIGUACU,2022,MT,10422.6
964,COTRIGUACU,2023,MT,514.1
965,COUTO MAGALHAES,2018,TO,64.7
966,COUTO MAGALHAES,2020,TO,30.3
967,COUTO MAGALHAES,2021,TO,7.5
968,CRUZEIRO DO SUL,2016,AC,174.8
969,CRUZEIRO DO SUL,2017,AC,1039.7
970,CRUZEIRO DO SUL,2018,AC,1349.3
971,CRUZEIRO DO SUL,2019,AC,1047.0
972,CRUZEIRO DO SUL,2020,AC,863.8
973,CRUZEIRO DO SUL,2021,AC,1668.7
974,CRUZEIRO DO SUL,2022,AC,2427.8
975,CRUZEIRO DO SUL,2023,AC,31.1
976,CUIABA,2017,MT,1364.5
977,CUJUBIM,2016,RO,4992.8
978,CUJUBIM,2017,RO,7363.5
979,CUJUBIM,2018,RO,8391.9
980,CUJUBIM,2019,RO,11398.6
981,CUJUBIM,2020,RO,14772.2
982,CUJUBIM,2021,RO,16409.4
983,CUJUBIM,2022,RO,10807.4
984,CUJUBIM,2023,RO,1482.4
985,CUMARU DO NORTE,2016,PA,22916.8
986,CUMARU DO NORTE,2017,PA,225454.6
987,CUMARU DO NORTE,2018,PA,3735.9
988,CUMARU DO NORTE,2019,PA,41799.3
989,CUMARU DO NORTE,2020,PA,43104.7
990,CUMARU DO NORTE,2021,PA,6909.9
991,CUMARU DO NORTE,2022,PA,71385.6
992,CUMARU DO NORTE,2023,PA,405.40000000000003
993,CURIONOPOLIS,2016,PA,979.9
994,CURIONOPOLIS,2017,PA,2385.1
995,CURIONOPOLIS,2018,PA,244.1
996,CURIONOPOLIS,2019,PA,1282.5
997,CURIONOPOLIS,2020,PA,435.3
998,CURIONOPOLIS,2021,PA,175.0
999,CURIONOPOLIS,2022,PA,2398.6000000000004
1000,CURIONOPOLIS,2023,PA,0.6
1001,CURRALINHO,2017,PA,8.4
1002,CURRALINHO,2020,PA,44.9
1003,CURUA,2016,PA,225.5
1004,CURUA,2017,PA,732.7
1005,CURUA,2018,PA,667.3
1006,CURUA,2019,PA,926.4
1007,CURUA,2020,PA,567.8
1008,CURUA,2021,PA,427.4
1009,CURUA,2022,PA,339.5
1010,CURUA,2023,PA,18.6
1011,CURUCA,2018,PA,83.1
1012,CURUCA,2020,PA,11.2
1013,CURUCA,2022,PA,7.2
1014,CURVELANDIA,2019,MT,23.5
1015,CURVELANDIA,2020,MT,970.0
1016,CURVELANDIA,2021,MT,29.6
1017,CURVELANDIA,2022,MT,49.4
1018,CUTIAS,2016,AP,788.8
1019,CUTIAS,2017,AP,145.60000000000002
1020,CUTIAS,2020,AP,43.6
1021,DARCINOPOLIS,2018,TO,8.4
1022,DARCINOPOLIS,2019,TO,7.7
1023,DAVINOPOLIS,2017,MA,88.4
1024,DAVINOPOLIS,2018,MA,51.7
1025,DENISE,2017,MT,49.0
1026,DENISE,2019,MT,29.8
1027,DENISE,2021,MT,105.4
1028,DIAMANTINO,2016,MT,346.7
1029,DIAMANTINO,2017,MT,2702.2
1030,DIAMANTINO,2018,MT,1153.6
1031,DIAMANTINO,2020,MT,1489.5
1032,DIAMANTINO,2021,MT,94.6
1033,DIAMANTINO,2022,MT,101.6
1034,DIAMANTINO,2023,MT,21.5
1035,DIVINOPOLIS DO TOCANTINS,2016,TO,18.4
1036,DIVINOPOLIS DO TOCANTINS,2018,TO,923.8999999999999
1037,DOIS IRMAOS DO TOCANTINS,2016,TO,522.6
1038,DOIS IRMAOS DO TOCANTINS,2017,TO,45.7
1039,DOIS IRMAOS DO TOCANTINS,2018,TO,68.0
1040,DOM ELISEU,2016,PA,11509.9
1041,DOM ELISEU,2017,PA,3758.4
1042,DOM ELISEU,2018,PA,18369.3
1043,DOM ELISEU,2019,PA,11417.7
1044,DOM ELISEU,2020,PA,12772.2
1045,DOM ELISEU,2021,PA,8788.7
1046,DOM ELISEU,2022,PA,8689.6
1047,DOM ELISEU,2023,PA,2892.5
1048,DOM PEDRO,2018,MA,53.7
1049,DUERE,2016,TO,7985.4
1050,DUERE,2017,TO,883.0
1051,DUERE,2018,TO,5897.8
1052,EIRUNEPE,2016,AM,9.1
1053,EIRUNEPE,2017,AM,42.7
1054,EIRUNEPE,2018,AM,132.1
1055,EIRUNEPE,2019,AM,236.7
1056,EIRUNEPE,2020,AM,115.7
1057,EIRUNEPE,2021,AM,510.5
1058,EIRUNEPE,2022,AM,90.6
1059,ELDORADO DOS CARAJAS,2016,PA,44.3
1060,ELDORADO DOS CARAJAS,2017,PA,639.6
1061,ELDORADO DOS CARAJAS,2018,PA,103.0
1062,ELDORADO DOS CARAJAS,2019,PA,177.9
1063,ELDORADO DOS CARAJAS,2020,PA,144.2
1064,ELDORADO DOS CARAJAS,2021,PA,101.7
1065,ELDORADO DOS CARAJAS,2022,PA,134.1
1066,ENVIRA,2016,AM,29.6
1067,ENVIRA,2017,AM,294.2
1068,ENVIRA,2018,AM,493.6
1069,ENVIRA,2019,AM,965.0
1070,ENVIRA,2020,AM,761.8
1071,ENVIRA,2021,AM,736.0
1072,ENVIRA,2022,AM,1041.1
1073,EPITACIOLANDIA,2016,AC,150.0
1074,EPITACIOLANDIA,2017,AC,446.0
1075,EPITACIOLANDIA,2018,AC,547.2
1076,EPITACIOLANDIA,2019,AC,823.9
1077,EPITACIOLANDIA,2020,AC,1291.1
1078,EPITACIOLANDIA,2021,AC,616.0
1079,EPITACIOLANDIA,2022,AC,808.9
1080,EPITACIOLANDIA,2023,AC,19.0
1081,ESPERANTINA,2018,TO,27.299999999999997
1082,ESPERANTINA,2020,TO,48.1
1083,ESPIGAO DOESTE,2016,RO,1561.9
1084,ESPIGAO DOESTE,2017,RO,407.40000000000003
1085,ESPIGAO DOESTE,2018,RO,1283.1
1086,ESPIGAO DOESTE,2019,RO,1485.5
1087,ESPIGAO DOESTE,2020,RO,4915.6
1088,ESPIGAO DOESTE,2021,RO,1204.7
1089,ESPIGAO DOESTE,2022,RO,745.6
1090,ESPIGAO DOESTE,2023,RO,35.1
1091,FARO,2016,PA,4452.7
1092,FARO,2017,PA,143.0
1093,FARO,2018,PA,126.9
1094,FARO,2019,PA,78.5
1095,FARO,2020,PA,2524.8
1096,FARO,2021,PA,3606.7
1097,FARO,2022,PA,3702.1
1098,FARO,2023,PA,13.3
1099,FEIJO,2016,AC,2050.8
1100,FEIJO,2017,AC,922.3
1101,FEIJO,2018,AC,3271.0
1102,FEIJO,2019,AC,10569.1
1103,FEIJO,2020,AC,11648.1
1104,FEIJO,2021,AC,15323.5
1105,FEIJO,2022,AC,22830.4
1106,FEIJO,2023,AC,141.8
1107,FELIZ NATAL,2016,MT,15941.7
1108,FELIZ NATAL,2017,MT,31921.2
1109,FELIZ NATAL,2018,MT,33617.2
1110,FELIZ NATAL,2019,MT,42797.1
1111,FELIZ NATAL,2020,MT,65323.3
1112,FELIZ NATAL,2021,MT,49804.9
1113,FELIZ NATAL,2022,MT,61206.5
1114,FELIZ NATAL,2023,MT,12083.4
1115,FERNANDO FALCAO,2016,MA,642.3
1116,FERNANDO FALCAO,2017,MA,1310.6
1117,FERREIRA GOMES,2016,AP,1370.4
1118,FERREIRA GOMES,2017,AP,90.5
1119,FERREIRA GOMES,2018,AP,217.5
1120,FERREIRA GOMES,2021,AP,7.9
1121,FIGUEIROPOLIS DOESTE,2020,MT,978.9000000000001
1122,FLORESTA DO ARAGUAIA,2016,PA,764.9
1123,FLORESTA DO ARAGUAIA,2017,PA,340.09999999999997
1124,FLORESTA DO ARAGUAIA,2018,PA,145.9
1125,FLORESTA DO ARAGUAIA,2019,PA,170.5
1126,FLORESTA DO ARAGUAIA,2020,PA,316.1
1127,FLORESTA DO ARAGUAIA,2021,PA,182.5
1128,FLORESTA DO ARAGUAIA,2022,PA,625.6
1129,FLORESTA DO ARAGUAIA,2023,PA,37.0
1130,FONTE BOA,2016,AM,33.8
1131,FONTE BOA,2018,AM,69.3
1132,FONTE BOA,2021,AM,13.7
1133,FONTE BOA,2022,AM,6.3
1134,FORMOSA DA SERRA NEGRA,2017,MA,77.6
1135,FORMOSA DA SERRA NEGRA,2018,MA,23.2
1136,FORMOSO DO ARAGUAIA,2016,TO,5745.8
1137,FORMOSO DO ARAGUAIA,2017,TO,8690.7
1138,FORMOSO DO ARAGUAIA,2018,TO,5909.099999999999
1139,FORTUNA,2016,MA,1896.4
1140,FORTUNA,2017,MA,551.3000000000001
1141,FORTUNA,2018,MA,394.3
1142,GARRAFAO DO NORTE,2016,PA,587.1
1143,GARRAFAO DO NORTE,2017,PA,12.5
1144,GARRAFAO DO NORTE,2018,PA,692.1
1145,GARRAFAO DO NORTE,2020,PA,90.1
1146,GARRAFAO DO NORTE,2021,PA,84.3
1147,GARRAFAO DO NORTE,2022,PA,141.4
1148,GARRAFAO DO NORTE,2023,PA,8.2
1149,GAUCHA DO NORTE,2016,MT,152440.3
1150,GAUCHA DO NORTE,2017,MT,38354.7
1151,GAUCHA DO NORTE,2018,MT,107791.8
1152,GAUCHA DO NORTE,2019,MT,31761.2
1153,GAUCHA DO NORTE,2020,MT,112764.0
1154,GAUCHA DO NORTE,2021,MT,32774.6
1155,GAUCHA DO NORTE,2022,MT,42494.1
1156,GAUCHA DO NORTE,2023,MT,1006.6
1157,GLORIA DOESTE,2019,MT,1643.2
1158,GLORIA DOESTE,2020,MT,1101.9
1159,GODOFREDO VIANA,2016,MA,24.8
1160,GODOFREDO VIANA,2018,MA,34.8
1161,GODOFREDO VIANA,2020,MA,138.8
1162,GODOFREDO VIANA,2021,MA,209.3
1163,GODOFREDO VIANA,2022,MA,17.700000000000003
1164,GOIANESIA DO PARA,2016,PA,7764.0
1165,GOIANESIA DO PARA,2017,PA,3101.2
1166,GOIANESIA DO PARA,2018,PA,9804.5
1167,GOIANESIA DO PARA,2019,PA,9457.0
1168,GOIANESIA DO PARA,2020,PA,6611.9
1169,GOIANESIA DO PARA,2021,PA,7690.5
1170,GOIANESIA DO PARA,2022,PA,9075.9
1171,GOIANESIA DO PARA,2023,PA,1108.1
1172,GOIANORTE,2017,TO,29.2
1173,GOIANORTE,2018,TO,10.2
1174,GOIANORTE,2019,TO,22.4
1175,GONCALVES DIAS,2016,MA,643.2
1176,GONCALVES DIAS,2017,MA,478.8
1177,GONCALVES DIAS,2018,MA,304.4
1178,GOVERNADOR ARCHER,2016,MA,115.8
1179,GOVERNADOR ARCHER,2017,MA,15.5
1180,GOVERNADOR ARCHER,2018,MA,6.2
1181,GOVERNADOR EUGENIO BARROS,2016,MA,707.0
1182,GOVERNADOR EUGENIO BARROS,2017,MA,303.2
1183,GOVERNADOR EUGENIO BARROS,2018,MA,346.29999999999995
1184,GOVERNADOR JORGE TEIXEIRA,2016,RO,387.90000000000003
1185,GOVERNADOR JORGE TEIXEIRA,2017,RO,348.7
1186,GOVERNADOR JORGE TEIXEIRA,2018,RO,333.8
1187,GOVERNADOR JORGE TEIXEIRA,2019,RO,459.2
1188,GOVERNADOR JORGE TEIXEIRA,2020,RO,949.4
1189,GOVERNADOR JORGE TEIXEIRA,2021,RO,1943.3
1190,GOVERNADOR JORGE TEIXEIRA,2022,RO,4245.8
1191,GOVERNADOR JORGE TEIXEIRA,2023,RO,7.2
1192,GOVERNADOR LUIZ ROCHA,2016,MA,1408.0
1193,GOVERNADOR LUIZ ROCHA,2017,MA,120.69999999999999
1194,GOVERNADOR LUIZ ROCHA,2018,MA,232.9
1195,GOVERNADOR NUNES FREIRE,2018,MA,11.4
1196,GOVERNADOR NUNES FREIRE,2020,MA,11.2
1197,GRACA ARANHA,2016,MA,20.0
1198,GRACA ARANHA,2017,MA,311.9
1199,GRACA ARANHA,2018,MA,84.0
1200,GRAJAU,2016,MA,32473.899999999998
1201,GRAJAU,2017,MA,44328.1
1202,GRAJAU,2018,MA,6084.1
1203,GRAJAU,2019,MA,31.6
1204,GUAJARA,2016,AM,167.6
1205,GUAJARA,2017,AM,190.0
1206,GUAJARA,2018,AM,807.5
1207,GUAJARA,2019,AM,853.5
1208,GUAJARA,2020,AM,889.1
1209,GUAJARA,2021,AM,1354.4
1210,GUAJARA,2022,AM,1773.8
1211,GUAJARA,2023,AM,131.0
1212,GUAJARAMIRIM,2016,RO,1673.2
1213,GUAJARAMIRIM,2017,RO,2249.6
1214,GUAJARAMIRIM,2018,RO,1612.2
1215,GUAJARAMIRIM,2019,RO,4718.7
1216,GUAJARAMIRIM,2020,RO,2643.2
1217,GUAJARAMIRIM,2021,RO,3829.6
1218,GUAJARAMIRIM,2022,RO,2679.1
1219,GUAJARAMIRIM,2023,RO,969.8
1220,GUARAI,2016,TO,94.2
1221,GUARAI,2017,TO,4329.0
1222,GUARAI,2018,TO,721.2
1223,GUARAI,2021,TO,8.2
1224,GUARANTA DO NORTE,2016,MT,1854.1
1225,GUARANTA DO NORTE,2017,MT,12739.3
1226,GUARANTA DO NORTE,2018,MT,2414.0
1227,GUARANTA DO NORTE,2019,MT,1442.5
1228,GUARANTA DO NORTE,2020,MT,4679.8
1229,GUARANTA DO NORTE,2021,MT,1371.8
1230,GUARANTA DO NORTE,2022,MT,13085.5
1231,GUARANTA DO NORTE,2023,MT,354.7
1232,GURUPA,2016,PA,8958.4
1233,GURUPA,2017,PA,176.7
1234,GURUPA,2018,PA,139.9
1235,GURUPA,2019,PA,546.3
1236,GURUPA,2020,PA,104.8
1237,GURUPA,2021,PA,1761.2
1238,GURUPA,2022,PA,9.0
1239,HUMAITA,2016,AM,1380.0
1240,HUMAITA,2017,AM,2700.1
1241,HUMAITA,2018,AM,5345.3
1242,HUMAITA,2019,AM,9429.6
1243,HUMAITA,2020,AM,12967.8
1244,HUMAITA,2021,AM,19772.6
1245,HUMAITA,2022,AM,18119.4
1246,HUMAITA,2023,AM,2069.3
1247,IGARAPE DO MEIO,2016,MA,11.4
1248,IGARAPE DO MEIO,2020,MA,15.9
1249,IGARAPEACU,2022,PA,26.4
1250,IGARAPEMIRI,2016,PA,72.5
1251,IGARAPEMIRI,2017,PA,37.2
1252,IGARAPEMIRI,2018,PA,1188.8
1253,IGARAPEMIRI,2019,PA,86.1
1254,IGARAPEMIRI,2020,PA,34.3
1255,IGARAPEMIRI,2021,PA,8.7
1256,IGARAPEMIRI,2022,PA,28.5
1257,IGARAPEMIRI,2023,PA,9.8
1258,IMPERATRIZ,2017,MA,740.9
1259,IMPERATRIZ,2018,MA,133.5
1260,IMPERATRIZ,2019,MA,76.0
1261,IMPERATRIZ,2020,MA,206.6
1262,IMPERATRIZ,2021,MA,16.0
1263,IMPERATRIZ,2022,MA,83.3
1264,INDIAVAI,2020,MT,113.6
1265,INHANGAPI,2016,PA,24.6
1266,INHANGAPI,2018,PA,17.8
1267,IPIRANGA DO NORTE,2016,MT,457.0
1268,IPIRANGA DO NORTE,2017,MT,550.7
1269,IPIRANGA DO NORTE,2018,MT,2848.9
1270,IPIRANGA DO NORTE,2019,MT,2491.0
1271,IPIRANGA DO NORTE,2020,MT,442.5
1272,IPIRANGA DO NORTE,2021,MT,577.9000000000001
1273,IPIRANGA DO NORTE,2022,MT,3732.1
1274,IPIRANGA DO NORTE,2023,MT,843.8000000000001
1275,IPIXUNA,2016,AM,122.7
1276,IPIXUNA,2017,AM,132.9
1277,IPIXUNA,2018,AM,684.4
1278,IPIXUNA,2019,AM,398.0
1279,IPIXUNA,2020,AM,449.9
1280,IPIXUNA,2021,AM,875.8
1281,IPIXUNA,2022,AM,863.1999999999999
1282,IPIXUNA DO PARA,2016,PA,23052.2
1283,IPIXUNA DO PARA,2017,PA,859.5
1284,IPIXUNA DO PARA,2018,PA,10476.1
1285,IPIXUNA DO PARA,2019,PA,562.0
1286,IPIXUNA DO PARA,2020,PA,7074.6
1287,IPIXUNA DO PARA,2021,PA,2769.2000000000003
1288,IPIXUNA DO PARA,2022,PA,5250.3
1289,IPIXUNA DO PARA,2023,PA,561.9
1290,IRACEMA,2016,RR,55117.1
1291,IRACEMA,2017,RR,573.9
1292,IRACEMA,2018,RR,5337.1
1293,IRACEMA,2019,RR,37992.1
1294,IRACEMA,2020,RR,2768.1
1295,IRACEMA,2021,RR,1227.9
1296,IRACEMA,2022,RR,2662.0
1297,IRACEMA,2023,RR,1555.2
1298,IRANDUBA,2016,AM,136.79999999999998
1299,IRANDUBA,2017,AM,55.599999999999994
1300,IRANDUBA,2018,AM,53.4
1301,IRANDUBA,2019,AM,484.4
1302,IRANDUBA,2020,AM,201.5
1303,IRANDUBA,2021,AM,47.5
1304,IRANDUBA,2022,AM,178.29999999999998
1305,IRITUIA,2016,PA,176.6
1306,IRITUIA,2018,PA,137.39999999999998
1307,IRITUIA,2020,PA,7.0
1308,IRITUIA,2022,PA,69.5
1309,ITACOATIARA,2016,AM,1023.1
1310,ITACOATIARA,2017,AM,79.89999999999999
1311,ITACOATIARA,2018,AM,479.2
1312,ITACOATIARA,2019,AM,1766.2
1313,ITACOATIARA,2020,AM,909.7
1314,ITACOATIARA,2021,AM,884.8
1315,ITACOATIARA,2022,AM,997.3000000000001
1316,ITACOATIARA,2023,AM,31.3
1317,ITAGUATINS,2016,TO,11.0
1318,ITAGUATINS,2017,TO,21.2
1319,ITAIPAVA DO GRAJAU,2016,MA,279.3
1320,ITAIPAVA DO GRAJAU,2017,MA,10.0
1321,ITAIPAVA DO GRAJAU,2018,MA,29.700000000000003
1322,ITAIPAVA DO GRAJAU,2020,MA,13.7
1323,ITAITUBA,2016,PA,4305.0
1324,ITAITUBA,2017,PA,6356.6
1325,ITAITUBA,2018,PA,16678.3
1326,ITAITUBA,2019,PA,28025.4
1327,ITAITUBA,2020,PA,36348.2
1328,ITAITUBA,2021,PA,38346.0
1329,ITAITUBA,2022,PA,49421.9
1330,ITAITUBA,2023,PA,1995.4
1331,ITAMARATI,2016,AM,10.1
1332,ITAMARATI,2017,AM,36.6
1333,ITAMARATI,2018,AM,50.9
1334,ITAMARATI,2019,AM,68.8
1335,ITAMARATI,2020,AM,54.0
1336,ITAMARATI,2021,AM,21.0
1337,ITAMARATI,2022,AM,56.6
1338,ITAMARATI,2023,AM,8.4
1339,ITANHANGA,2016,MT,6830.5
1340,ITANHANGA,2017,MT,4173.0
1341,ITANHANGA,2018,MT,10186.5
1342,ITANHANGA,2019,MT,7570.2
1343,ITANHANGA,2020,MT,18197.8
1344,ITANHANGA,2021,MT,4523.0
1345,ITANHANGA,2022,MT,9291.3
1346,ITANHANGA,2023,MT,2420.6
1347,ITAPECURU MIRIM,2016,MA,451.6
1348,ITAPECURU MIRIM,2017,MA,22.8
1349,ITAPECURU MIRIM,2018,MA,141.9
1350,ITAPECURU MIRIM,2019,MA,106.9
