,municipio,ano,uf,area_ha
0,ABADIA DE GOIAS,2020.0,GO,11.16
1,ABADIA DOS DOURADOS,2019.0,MG,29.72
2,ABADIA DOS DOURADOS,2020.0,MG,44.190000000000005
3,ABADIA DOS DOURADOS,2021.0,MG,33.1
4,ABADIA DOS DOURADOS,2022.0,MG,19.48
5,ABADIANIA,2019.0,GO,144.71
6,ABADIANIA,2020.0,GO,39.75
7,ABADIANIA,2021.0,GO,168.96
8,ABADIANIA,2022.0,GO,198.35
9,ABAETE,2019.0,MG,231.76999999999998
10,ABAETE,2020.0,MG,237.89
11,ABAETE,2021.0,MG,134.27
12,ABAETE,2022.0,MG,69.68
13,ABAETETUBA,2019.0,PA,7.68
14,ABAETETUBA,2020.0,PA,140.38
15,ABAETETUBA,2021.0,PA,52.12
16,ABAETETUBA,2022.0,PA,9.620000000000001
17,ABAIARA,2020.0,CE,121.51
18,ABAIARA,2021.0,CE,22.08
19,ABAIARA,2022.0,CE,2.88
20,ABAIRA,2021.0,BA,24.880000000000003
21,ABAIRA,2022.0,BA,2.01
22,ABARE,2021.0,BA,7.949999999999999
23,ABARE,2022.0,BA,4.25
24,ABATIA,2023.0,PR,1.47
25,ABDON BATISTA,2019.0,SC,21.79
26,ABDON BATISTA,2021.0,SC,1.43
27,ABDON BATISTA,2022.0,SC,7.71
28,ABEL FIGUEIREDO,2019.0,PA,335.19
29,ABEL FIGUEIREDO,2020.0,PA,80.74000000000001
30,ABEL FIGUEIREDO,2021.0,PA,53.99
31,ABEL FIGUEIREDO,2022.0,PA,439.14
32,ABELARDO LUZ,2020.0,SC,23.89
33,ABELARDO LUZ,2021.0,SC,2.09
34,ABELARDO LUZ,2022.0,SC,20.85
35,ABRE CAMPO,2020.0,MG,2.3
36,ABRE CAMPO,2021.0,MG,5.67
37,ABRE CAMPO,2022.0,MG,1.39
38,ABREULANDIA,2019.0,TO,957.55
39,ABREULANDIA,2020.0,TO,2988.63
40,ABREULANDIA,2021.0,TO,614.41
41,ABREULANDIA,2022.0,TO,856.1800000000001
42,ACAILANDIA,2019.0,MA,976.06
43,ACAILANDIA,2020.0,MA,2363.9
44,ACAILANDIA,2021.0,MA,738.33
45,ACAILANDIA,2022.0,MA,1489.94
46,ACAJUTIBA,2021.0,BA,35.14
47,ACARA,2019.0,PA,507.29
48,ACARA,2020.0,PA,888.99
49,ACARA,2021.0,PA,591.71
50,ACARA,2022.0,PA,550.7
51,ACARAPE,2021.0,CE,13.66
52,ACARAPE,2022.0,CE,10.22
53,ACARAU,2020.0,CE,241.61999999999998
54,ACARAU,2021.0,CE,49.79
55,ACARAU,2022.0,CE,150.06
56,ACARI,2020.0,RN,4.55
57,ACARI,2021.0,RN,3.68
58,ACAUA,2020.0,PI,110.96
59,ACAUA,2021.0,PI,127.8
60,ACAUA,2022.0,PI,77.65
61,ACOPIARA,2020.0,CE,243.99
62,ACOPIARA,2021.0,CE,445.86
63,ACOPIARA,2022.0,CE,249.08
64,ACORIZAL,2019.0,MT,89.56
65,ACORIZAL,2020.0,MT,211.94
66,ACRELANDIA,2019.0,AC,1238.57
67,ACRELANDIA,2020.0,AC,1435.38
68,ACRELANDIA,2021.0,AC,1756.15
69,ACRELANDIA,2022.0,AC,2012.63
70,ACREUNA,2019.0,GO,10.11
71,ACREUNA,2020.0,GO,28.49
72,ACREUNA,2021.0,GO,33.03
73,ACREUNA,2022.0,GO,4.55
74,ACU,2020.0,RN,15.5
75,ACU,2021.0,RN,191.29000000000002
76,ACU,2022.0,RN,367.12
77,ACUCENA,2020.0,MG,54.5
78,ACUCENA,2021.0,MG,24.38
79,ACUCENA,2022.0,MG,26.2
80,ADRIANOPOLIS,2019.0,PR,52.019999999999996
81,ADRIANOPOLIS,2020.0,PR,169.96
82,ADRIANOPOLIS,2021.0,PR,73.46000000000001
83,ADRIANOPOLIS,2022.0,PR,34.72
84,ADUSTINA,2020.0,BA,51.13
85,ADUSTINA,2021.0,BA,100.66
86,ADUSTINA,2022.0,BA,16.03
87,AFOGADOS DA INGAZEIRA,2020.0,PE,34.26
88,AFOGADOS DA INGAZEIRA,2021.0,PE,172.87
89,AFOGADOS DA INGAZEIRA,2022.0,PE,162.57
90,AFONSO BEZERRA,2020.0,RN,292.43
91,AFONSO BEZERRA,2021.0,RN,119.3
92,AFONSO BEZERRA,2022.0,RN,28.4
93,AFONSO CLAUDIO,2019.0,ES,7.68
94,AFONSO CLAUDIO,2021.0,ES,2.82
95,AFONSO CLAUDIO,2022.0,ES,19.31
96,AFONSO CLAUDIO,2023.0,ES,0.0
97,AFONSO CUNHA,2019.0,MA,853.03
98,AFONSO CUNHA,2020.0,MA,826.3799999999999
99,AFONSO CUNHA,2021.0,MA,194.07
100,AFONSO CUNHA,2022.0,MA,68.44
101,AFRANIO,2020.0,PE,102.61
102,AFRANIO,2021.0,PE,156.71
103,AFRANIO,2022.0,PE,30.009999999999998
104,AFUA,2019.0,PA,21.67
105,AFUA,2020.0,PA,36.16
106,AFUA,2021.0,PA,45.53
107,AFUA,2022.0,PA,21.13
108,AGRICOLANDIA,2019.0,PI,2.82
109,AGRICOLANDIA,2020.0,PI,105.48
110,AGRICOLANDIA,2021.0,PI,23.77
111,AGROLANDIA,2021.0,SC,7.36
112,AGROLANDIA,2022.0,SC,9.4
113,AGRONOMICA,2021.0,SC,1.49
114,AGRONOMICA,2022.0,SC,0.49
115,AGUA AZUL DO NORTE,2019.0,PA,880.91
116,AGUA AZUL DO NORTE,2020.0,PA,728.5
117,AGUA AZUL DO NORTE,2021.0,PA,293.23
118,AGUA AZUL DO NORTE,2022.0,PA,313.57
119,AGUA BOA,2019.0,MG,950.5999999999999
120,AGUA BOA,2020.0,MG,1241.08
121,AGUA BOA,2021.0,MT,479.51
122,AGUA BOA,2022.0,MG,1201.58
123,AGUA BOA,2023.0,MT,0.0
124,AGUA BRANCA,2020.0,PB,63.41
125,AGUA BRANCA,2021.0,PB,215.47
126,AGUA BRANCA,2022.0,PB,91.27
127,AGUA CLARA,2019.0,MS,332.71
128,AGUA CLARA,2020.0,MS,511.52000000000004
129,AGUA CLARA,2021.0,MS,959.24
130,AGUA CLARA,2022.0,MS,683.49
131,AGUA COMPRIDA,2022.0,MG,2.27
132,AGUA DOCE,2019.0,SC,3.21
133,AGUA DOCE,2020.0,SC,33.24
134,AGUA DOCE,2021.0,SC,16.2
135,AGUA DOCE,2022.0,SC,71.62
136,AGUA DOCE,2023.0,SC,27.78
137,AGUA DOCE DO MARANHAO,2020.0,MA,410.59
138,AGUA DOCE DO MARANHAO,2021.0,MA,408.62
139,AGUA DOCE DO MARANHAO,2022.0,MA,58.76
140,AGUA DOCE DO NORTE,2022.0,ES,45.010000000000005
141,AGUA FRIA,2021.0,BA,690.4300000000001
142,AGUA FRIA,2022.0,BA,519.7
143,AGUA FRIA DE GOIAS,2019.0,GO,308.77
144,AGUA FRIA DE GOIAS,2020.0,GO,384.78000000000003
145,AGUA FRIA DE GOIAS,2021.0,GO,109.43
146,AGUA FRIA DE GOIAS,2022.0,GO,731.99
147,AGUA FRIA DE GOIAS,2023.0,GO,0.0
148,AGUA LIMPA,2020.0,GO,13.86
149,AGUA LIMPA,2021.0,GO,3.34
150,AGUA NOVA,2021.0,RN,2.5
151,AGUA PRETA,2020.0,PE,6.14
152,AGUA PRETA,2022.0,PE,0.48
153,AGUA SANTA,2022.0,RS,7.74
154,AGUANIL,2021.0,MG,11.37
155,AGUANIL,2022.0,MG,24.32
156,AGUAS BELAS,2021.0,PE,42.38
157,AGUAS BELAS,2022.0,PE,18.76
158,AGUAS DE CHAPECO,2022.0,SC,2.73
159,AGUAS DE LINDOIA,2019.0,SP,3.7
160,AGUAS FORMOSAS,2019.0,MG,39.06
161,AGUAS FORMOSAS,2020.0,MG,55.72
162,AGUAS FORMOSAS,2021.0,MG,45.72
163,AGUAS FORMOSAS,2022.0,MG,87.47
164,AGUAS FORMOSAS,2023.0,MG,0.0
165,AGUAS FRIAS,2021.0,SC,1.98
166,AGUAS LINDAS DE GOIAS,2019.0,GO,24.82
167,AGUAS LINDAS DE GOIAS,2020.0,GO,15.700000000000001
168,AGUAS LINDAS DE GOIAS,2022.0,GO,2.56
169,AGUAS MORNAS,2020.0,SC,1.16
170,AGUAS MORNAS,2021.0,SC,6.85
171,AGUAS MORNAS,2022.0,SC,8.32
172,AGUAS MORNAS,2023.0,SC,0.7
173,AGUAS VERMELHAS,2019.0,MG,24.17
174,AGUAS VERMELHAS,2020.0,MG,64.53999999999999
175,AGUAS VERMELHAS,2021.0,MG,260.81
176,AGUAS VERMELHAS,2022.0,MG,83.63
177,AGUDO,2019.0,RS,4.99
178,AGUDO,2020.0,RS,6.0600000000000005
179,AGUDO,2022.0,RS,10.25
180,AGUDO,2023.0,RS,1.87
181,AGUDOS,2021.0,SP,0.62
182,AGUDOS DO SUL,2020.0,PR,8.5
183,AGUDOS DO SUL,2021.0,PR,17.29
184,AGUDOS DO SUL,2022.0,PR,20.4
185,AGUIA BRANCA,2019.0,ES,15.99
186,AGUIA BRANCA,2022.0,ES,10.620000000000001
187,AGUIAR,2020.0,PB,114.62
188,AGUIAR,2021.0,PB,64.07
189,AGUIAR,2022.0,PB,35.76
190,AGUIARNOPOLIS,2019.0,TO,286.46
191,AGUIARNOPOLIS,2020.0,TO,12.26
192,AGUIARNOPOLIS,2021.0,TO,157.31
193,AGUIARNOPOLIS,2022.0,TO,74.14
194,AIMORES,2019.0,MG,4.2
195,AIMORES,2020.0,MG,19.43
196,AIMORES,2021.0,MG,53.96
197,AIMORES,2022.0,MG,145.47
198,AIQUARA,2019.0,BA,65.01
199,AIQUARA,2020.0,BA,66.06
200,AIQUARA,2021.0,BA,25.44
201,AIQUARA,2022.0,BA,9.72
202,AIUABA,2020.0,CE,202.71
203,AIUABA,2021.0,CE,118.03
204,AIUABA,2022.0,CE,139.60999999999999
205,AJURICABA,2022.0,RS,1.91
206,ALAGOA GRANDE,2021.0,PB,110.3
207,ALAGOA NOVA,2020.0,PB,27.14
208,ALAGOA NOVA,2021.0,PB,8.69
209,ALAGOINHA,2021.0,PE,14.09
210,ALAGOINHA,2022.0,PE,33.150000000000006
211,ALAGOINHA DO PIAUI,2020.0,PI,62.01
212,ALAGOINHA DO PIAUI,2021.0,PI,29.09
213,ALAGOINHA DO PIAUI,2022.0,PI,65.7
214,ALAGOINHAS,2019.0,BA,23.47
215,ALAGOINHAS,2020.0,BA,22.75
216,ALAGOINHAS,2021.0,BA,141.17
217,ALAGOINHAS,2022.0,BA,45.46
218,ALCANTARAS,2022.0,CE,0.57
219,ALCANTIL,2020.0,PB,3.33
220,ALCINOPOLIS,2019.0,MS,2089.71
221,ALCINOPOLIS,2020.0,MS,1587.69
222,ALCINOPOLIS,2021.0,MS,943.57
223,ALCINOPOLIS,2022.0,MS,767.69
224,ALCOBACA,2019.0,BA,48.22
225,ALCOBACA,2020.0,BA,22.4
226,ALCOBACA,2021.0,BA,27.360000000000003
227,ALCOBACA,2022.0,BA,5.28
228,ALDEIAS ALTAS,2019.0,MA,32.97
229,ALDEIAS ALTAS,2020.0,MA,2527.0499999999997
230,ALDEIAS ALTAS,2021.0,MA,7477.19
231,ALDEIAS ALTAS,2022.0,MA,8359.52
232,ALDEIAS ALTAS,2023.0,MA,0.0
233,ALECRIM,2022.0,RS,0.97
234,ALEGRE,2020.0,ES,3.01
235,ALEGRETE,2022.0,RS,29.200000000000003
236,ALEGRETE DO PIAUI,2020.0,PI,0.48
237,ALEGRETE DO PIAUI,2021.0,PI,23.76
238,ALEGRETE DO PIAUI,2022.0,PI,14.28
239,ALEM PARAIBA,2019.0,MG,4.01
240,ALEM PARAIBA,2020.0,MG,3.69
241,ALEM PARAIBA,2021.0,MG,8.8
242,ALENQUER,2019.0,PA,1967.05
243,ALENQUER,2020.0,PA,2178.67
244,ALENQUER,2021.0,PA,2289.04
245,ALENQUER,2022.0,PA,3104.56
246,ALENQUER,2023.0,PA,0.0
247,ALEXANDRIA,2020.0,RN,26.03
248,ALEXANDRIA,2021.0,RN,43.2
249,ALEXANDRIA,2022.0,RN,26.3
250,ALEXANIA,2019.0,GO,11.62
251,ALEXANIA,2020.0,GO,56.21
252,ALEXANIA,2022.0,GO,18.19
253,ALFREDO CHAVES,2019.0,ES,1.55
254,ALFREDO CHAVES,2020.0,ES,7.1899999999999995
255,ALFREDO CHAVES,2021.0,ES,7.81
256,ALFREDO CHAVES,2022.0,ES,4.21
257,ALFREDO CHAVES,2023.0,ES,0.0
258,ALFREDO WAGNER,2019.0,SC,14.15
259,ALFREDO WAGNER,2020.0,SC,8.48
260,ALFREDO WAGNER,2021.0,SC,17.72
261,ALFREDO WAGNER,2022.0,SC,8.87
262,ALFREDO WAGNER,2023.0,SC,0.59
263,ALHANDRA,2022.0,PB,32.04
264,ALIANCA DO TOCANTINS,2019.0,TO,513.26
265,ALIANCA DO TOCANTINS,2020.0,TO,235.91
266,ALIANCA DO TOCANTINS,2021.0,TO,49.46
267,ALIANCA DO TOCANTINS,2022.0,TO,246.98
268,ALIANCA DO TOCANTINS,2023.0,TO,0.0
269,ALMADINA,2019.0,BA,11.05
270,ALMADINA,2020.0,BA,10.12
271,ALMADINA,2021.0,BA,8.0
272,ALMAS,2019.0,TO,672.46
273,ALMAS,2020.0,TO,650.4499999999999
274,ALMAS,2021.0,TO,735.0799999999999
275,ALMAS,2022.0,TO,375.4
276,ALMEIRIM,2019.0,PA,2140.96
277,ALMEIRIM,2020.0,PA,2134.87
278,ALMEIRIM,2021.0,PA,1790.48
279,ALMEIRIM,2022.0,PA,2268.96
280,ALMEIRIM,2023.0,PA,0.0
281,ALMENARA,2019.0,MG,78.85
282,ALMENARA,2020.0,MG,49.48
283,ALMENARA,2021.0,MG,203.66
284,ALMENARA,2022.0,MG,123.97
285,ALMINO AFONSO,2021.0,RN,19.63
286,ALMIRANTE TAMANDARE,2020.0,PR,13.72
287,ALMIRANTE TAMANDARE,2021.0,PR,21.73
288,ALMIRANTE TAMANDARE,2022.0,PR,2.57
289,ALMIRANTE TAMANDARE DO SUL,2021.0,RS,2.19
290,ALMIRANTE TAMANDARE DO SUL,2022.0,RS,4.02
291,ALPESTRE,2021.0,RS,12.129999999999999
292,ALPESTRE,2022.0,RS,20.14
293,ALPESTRE,2023.0,RS,0.53
294,ALPINOPOLIS,2022.0,MG,4.32
295,ALTA FLORESTA,2019.0,MT,926.22
296,ALTA FLORESTA,2020.0,MT,2237.03
297,ALTA FLORESTA,2021.0,MT,1246.92
298,ALTA FLORESTA,2022.0,MT,1190.66
299,ALTA FLORESTA,2023.0,MT,0.0
300,ALTA FLORESTA DOESTE,2019.0,RO,2111.44
301,ALTA FLORESTA DOESTE,2020.0,RO,2458.13
302,ALTA FLORESTA DOESTE,2021.0,RO,1750.5
303,ALTA FLORESTA DOESTE,2022.0,RO,2521.37
304,ALTA FLORESTA DOESTE,2023.0,RO,0.0
305,ALTAMIRA,2019.0,PA,53793.6
306,ALTAMIRA,2020.0,PA,61250.2
307,ALTAMIRA,2021.0,PA,67603.84
308,ALTAMIRA,2022.0,PA,58095.77
309,ALTAMIRA,2023.0,PA,39.959999999999994
310,ALTAMIRA DO PARANA,2019.0,PR,14.120000000000001
311,ALTAMIRA DO PARANA,2020.0,PR,1.16
312,ALTAMIRA DO PARANA,2021.0,PR,4.7
313,ALTAMIRA DO PARANA,2022.0,PR,19.77
314,ALTANEIRA,2021.0,CE,11.26
315,ALTANEIRA,2022.0,CE,5.53
316,ALTEROSA,2022.0,MG,0.49
317,ALTINHO,2020.0,PE,75.29
318,ALTINHO,2021.0,PE,67.53
319,ALTINHO,2022.0,PE,1.58
320,ALTO ALEGRE,2019.0,RR,624.44
321,ALTO ALEGRE,2020.0,RR,1174.1
322,ALTO ALEGRE,2021.0,RR,715.95
323,ALTO ALEGRE,2022.0,RR,603.15
324,ALTO ALEGRE,2023.0,RR,2.7
325,ALTO ALEGRE DO MARANHAO,2020.0,MA,221.49
326,ALTO ALEGRE DO MARANHAO,2021.0,MA,79.44
327,ALTO ALEGRE DO MARANHAO,2022.0,MA,14.39
328,ALTO ALEGRE DO PINDARE,2019.0,MA,10.81
329,ALTO ALEGRE DO PINDARE,2020.0,MA,71.2
330,ALTO ALEGRE DO PINDARE,2022.0,MA,0.0
331,ALTO ALEGRE DOS PARECIS,2019.0,RO,1592.54
332,ALTO ALEGRE DOS PARECIS,2020.0,RO,1017.11
333,ALTO ALEGRE DOS PARECIS,2021.0,RO,924.54
334,ALTO ALEGRE DOS PARECIS,2022.0,RO,663.57
335,ALTO ARAGUAIA,2019.0,MT,292.26
336,ALTO ARAGUAIA,2020.0,MT,883.69
337,ALTO ARAGUAIA,2021.0,MT,588.98
338,ALTO ARAGUAIA,2022.0,MT,51.29
339,ALTO BELA VISTA,2020.0,SC,2.27
340,ALTO BELA VISTA,2022.0,SC,4.33
341,ALTO BELA VISTA,2023.0,SC,0.56
342,ALTO BOA VISTA,2019.0,MT,271.54
343,ALTO BOA VISTA,2020.0,MT,141.25
344,ALTO BOA VISTA,2021.0,MT,44.620000000000005
345,ALTO BOA VISTA,2022.0,MT,0.0
346,ALTO DO RODRIGUES,2021.0,RN,46.769999999999996
347,ALTO FELIZ,2020.0,RS,1.65
348,ALTO FELIZ,2022.0,RS,3.2199999999999998
349,ALTO FELIZ,2023.0,RS,2.35
350,ALTO GARCAS,2019.0,MT,42.62
351,ALTO GARCAS,2020.0,MT,508.6
352,ALTO GARCAS,2021.0,MT,261.18
353,ALTO GARCAS,2022.0,MT,13.48
354,ALTO GARCAS,2023.0,MT,0.0
355,ALTO HORIZONTE,2019.0,GO,130.5
356,ALTO HORIZONTE,2020.0,GO,106.74000000000001
357,ALTO HORIZONTE,2021.0,GO,76.17
358,ALTO JEQUITIBA,2019.0,MG,2.69
359,ALTO JEQUITIBA,2022.0,MG,2.5
360,ALTO JEQUITIBA,2023.0,MG,0.0
361,ALTO LONGA,2020.0,PI,7.18
362,ALTO LONGA,2021.0,PI,34.04
363,ALTO LONGA,2022.0,PI,27.15
364,ALTO PARAGUAI,2019.0,MT,220.63
365,ALTO PARAGUAI,2020.0,MT,381.82
366,ALTO PARAGUAI,2021.0,MT,54.05
367,ALTO PARAGUAI,2022.0,MT,508.36
368,ALTO PARAISO,2019.0,RO,3460.73
369,ALTO PARAISO,2020.0,RO,2871.18
370,ALTO PARAISO,2021.0,RO,2371.8
371,ALTO PARAISO,2022.0,RO,1853.19
372,ALTO PARAISO,2023.0,RO,24.35
373,ALTO PARAISO DE GOIAS,2019.0,GO,645.05
374,ALTO PARAISO DE GOIAS,2020.0,GO,471.02
375,ALTO PARAISO DE GOIAS,2021.0,GO,35.62
376,ALTO PARAISO DE GOIAS,2022.0,GO,120.18
377,ALTO PARNAIBA,2019.0,MA,1774.22
378,ALTO PARNAIBA,2020.0,MA,3309.43
379,ALTO PARNAIBA,2021.0,MA,4644.92
380,ALTO PARNAIBA,2022.0,MA,7410.06
381,ALTO RIO DOCE,2020.0,MG,6.47
382,ALTO RIO DOCE,2021.0,MG,4.04
383,ALTO RIO DOCE,2022.0,MG,1.05
384,ALTO RIO NOVO,2022.0,ES,4.29
385,ALTO RIO NOVO,2023.0,ES,0.0
386,ALTO SANTO,2020.0,CE,126.55
387,ALTO SANTO,2021.0,CE,260.86
388,ALTO SANTO,2022.0,CE,78.03
389,ALTO TAQUARI,2020.0,MT,11.78
390,ALTONIA,2022.0,PR,7.7299999999999995
391,ALTOS,2019.0,PI,37.67
392,ALTOS,2020.0,PI,97.16
393,ALTOS,2022.0,PI,467.77
394,ALUMINIO,2021.0,SP,3.7800000000000002
395,ALUMINIO,2022.0,SP,0.44
396,ALVARAES,2019.0,AM,236.53
397,ALVARAES,2020.0,AM,659.82
398,ALVARAES,2021.0,AM,660.69
399,ALVARAES,2022.0,AM,220.68
400,ALVARENGA,2020.0,MG,8.48
401,ALVARENGA,2021.0,MG,4.88
402,ALVARENGA,2022.0,MG,44.91
403,ALVINOPOLIS,2019.0,MG,2.21
404,ALVINOPOLIS,2020.0,MG,26.28
405,ALVINOPOLIS,2022.0,MG,1.53
406,ALVINOPOLIS,2023.0,MG,0.0
407,ALVORADA,2019.0,TO,22.17
408,ALVORADA,2020.0,TO,176.72
409,ALVORADA,2021.0,TO,250.7
410,ALVORADA,2022.0,RS,173.97
411,ALVORADA DE MINAS,2020.0,MG,26.939999999999998
412,ALVORADA DE MINAS,2021.0,MG,2.46
413,ALVORADA DE MINAS,2022.0,MG,12.44
414,ALVORADA DO GURGUEIA,2019.0,PI,611.01
415,ALVORADA DO GURGUEIA,2020.0,PI,1726.3400000000001
416,ALVORADA DO GURGUEIA,2021.0,PI,787.38
417,ALVORADA DO GURGUEIA,2022.0,PI,1983.32
418,ALVORADA DO GURGUEIA,2023.0,PI,0.0
419,ALVORADA DO NORTE,2019.0,GO,442.0
420,ALVORADA DO NORTE,2020.0,GO,381.19
421,ALVORADA DO NORTE,2022.0,GO,431.63
422,ALVORADA DOESTE,2019.0,RO,149.27
423,ALVORADA DOESTE,2020.0,RO,165.84
424,ALVORADA DOESTE,2021.0,RO,192.36
425,ALVORADA DOESTE,2022.0,RO,142.66
426,AMAJARI,2019.0,RR,1695.58
427,AMAJARI,2020.0,RR,1590.7
428,AMAJARI,2021.0,RR,1376.42
429,AMAJARI,2022.0,RR,861.11
430,AMAJARI,2023.0,RR,53.910000000000004
431,AMAMBAI,2022.0,MS,21.11
432,AMAMBAI,2023.0,MS,0.0
433,AMAPA,2019.0,AP,12.04
434,AMAPA,2020.0,AP,25.66
435,AMAPA,2021.0,AP,2.79
436,AMAPA,2022.0,AP,0.86
437,AMAPA DO MARANHAO,2019.0,MA,89.24000000000001
438,AMAPA DO MARANHAO,2020.0,MA,193.88
439,AMAPA DO MARANHAO,2021.0,MA,338.97
440,AMAPA DO MARANHAO,2022.0,MA,112.74
441,AMARAJI,2020.0,PE,12.54
442,AMARAJI,2021.0,PE,2.51
443,AMARAL FERRADOR,2019.0,RS,6.83
444,AMARAL FERRADOR,2020.0,RS,24.25
445,AMARAL FERRADOR,2021.0,RS,6.53
446,AMARAL FERRADOR,2022.0,RS,34.91
447,AMARALINA,2019.0,GO,358.66
448,AMARALINA,2020.0,GO,358.08000000000004
449,AMARALINA,2021.0,GO,55.760000000000005
450,AMARALINA,2022.0,GO,217.93
451,AMARANTE,2019.0,PI,2.8
452,AMARANTE,2020.0,PI,227.91
453,AMARANTE,2022.0,PI,134.32
454,AMARANTE DO MARANHAO,2019.0,MA,815.55
455,AMARANTE DO MARANHAO,2020.0,MA,2416.37
456,AMARANTE DO MARANHAO,2021.0,MA,1493.82
457,AMARANTE DO MARANHAO,2022.0,MA,890.7
458,AMARGOSA,2020.0,BA,2.52
459,AMARGOSA,2021.0,BA,14.48
460,AMARGOSA,2022.0,BA,6.400000000000001
461,AMATURA,2019.0,AM,3.16
462,AMATURA,2020.0,AM,44.08
463,AMATURA,2021.0,AM,2.39
464,AMELIA RODRIGUES,2022.0,BA,3.3
465,AMERICA DOURADA,2021.0,BA,84.73
466,AMERICA DOURADA,2022.0,BA,14.93
467,AMERICANA,2020.0,SP,2.26
468,AMETISTA DO SUL,2021.0,RS,9.27
469,AMETISTA DO SUL,2022.0,RS,12.38
470,AMETISTA DO SUL,2023.0,RS,3.9799999999999995
471,AMONTADA,2020.0,CE,4.35
472,AMONTADA,2021.0,CE,71.28
473,AMONTADA,2022.0,CE,69.47
474,AMORINOPOLIS,2019.0,GO,15.15
475,AMORINOPOLIS,2020.0,GO,68.16
476,AMPARO,2021.0,PB,20.09
477,AMPARO,2022.0,PB,15.98
478,AMPARO DE SAO FRANCISCO,2020.0,SE,8.71
479,AMPARO DE SAO FRANCISCO,2022.0,SE,23.02
480,AMPERE,2021.0,PR,12.65
481,AMPERE,2022.0,PR,9.11
482,AMPERE,2023.0,PR,2.46
483,ANAGE,2020.0,BA,197.35
484,ANAGE,2021.0,BA,128.92
485,ANAGE,2022.0,BA,114.45
486,ANAHY,2022.0,PR,0.68
487,ANAJAS,2019.0,PA,59.64
488,ANAJAS,2020.0,PA,64.28
489,ANAJAS,2021.0,PA,10.78
490,ANAJATUBA,2019.0,MA,13.09
491,ANAJATUBA,2021.0,MA,19.48
492,ANAMA,2019.0,AM,63.9
493,ANAMA,2020.0,AM,140.59
494,ANAMA,2021.0,AM,72.9
495,ANAMA,2022.0,AM,78.23
496,ANANAS,2020.0,TO,1113.88
497,ANANAS,2021.0,TO,772.1899999999999
498,ANANAS,2022.0,TO,43.84
499,ANANINDEUA,2022.0,PA,4.77
500,ANAPOLIS,2020.0,GO,4.15
501,ANAPU,2019.0,PA,7623.89
502,ANAPU,2020.0,PA,10958.48
503,ANAPU,2021.0,PA,11129.66
504,ANAPU,2022.0,PA,13040.48
505,ANAPU,2023.0,PA,0.0
506,ANAPURUS,2019.0,MA,52.56
507,ANAPURUS,2020.0,MA,505.98
508,ANAPURUS,2021.0,MA,309.08
509,ANAPURUS,2022.0,MA,455.0
510,ANASTACIO,2020.0,MS,1630.21
511,ANASTACIO,2021.0,MS,1281.98
512,ANASTACIO,2022.0,MS,347.54
513,ANASTACIO,2023.0,MS,0.0
514,ANAURILANDIA,2020.0,MS,37.47
515,ANAURILANDIA,2021.0,MS,27.05
516,ANAURILANDIA,2022.0,MS,92.3
517,ANCHIETA,2021.0,SC,1.71
518,ANCHIETA,2022.0,ES,1.98
519,ANDARAI,2020.0,BA,120.58
520,ANDARAI,2021.0,BA,66.6
521,ANDARAI,2022.0,BA,95.46
522,ANDORINHA,2021.0,BA,35.900000000000006
523,ANDORINHA,2022.0,BA,10.58
524,ANDRE DA ROCHA,2020.0,RS,16.64
525,ANDRE DA ROCHA,2022.0,RS,20.16
526,ANDRELANDIA,2022.0,MG,0.66
527,ANGELANDIA,2019.0,MG,4.48
528,ANGELANDIA,2020.0,MG,13.690000000000001
529,ANGELANDIA,2021.0,MG,74.59
530,ANGELANDIA,2022.0,MG,10.75
531,ANGELANDIA,2023.0,MG,0.0
532,ANGELIM,2021.0,PE,303.39
533,ANGELIM,2022.0,PE,4.38
534,ANGELINA,2019.0,SC,2.41
535,ANGELINA,2020.0,SC,3.39
536,ANGELINA,2021.0,SC,5.66
537,ANGELINA,2022.0,SC,16.09
538,ANGELINA,2023.0,SC,2.76
539,ANGICAL,2019.0,BA,318.45
540,ANGICAL,2020.0,BA,987.38
541,ANGICAL,2021.0,BA,1926.13
542,ANGICAL,2022.0,BA,571.15
543,ANGICAL,2023.0,BA,0.0
544,ANGICAL DO PIAUI,2020.0,PI,4.8100000000000005
545,ANGICAL DO PIAUI,2021.0,PI,19.03
546,ANGICAL DO PIAUI,2022.0,PI,83.24
547,ANGICO,2019.0,TO,166.15
548,ANGICO,2020.0,TO,108.14
549,ANGICO,2021.0,TO,52.3
550,ANGICOS,2021.0,RN,2.03
551,ANGICOS,2022.0,RN,5.91
552,ANGRA DOS REIS,2021.0,RJ,1.71
553,ANGRA DOS REIS,2022.0,RJ,58.57
554,ANGRA DOS REIS,2023.0,RJ,0.0
555,ANGUERA,2021.0,BA,4.47
556,ANHEMBI,2021.0,SP,11.66
557,ANICUNS,2020.0,GO,24.96
558,ANISIO DE ABREU,2020.0,PI,3.43
559,ANISIO DE ABREU,2021.0,PI,33.06
560,ANISIO DE ABREU,2022.0,PI,124.60000000000001
561,ANITA GARIBALDI,2019.0,SC,12.71
562,ANITA GARIBALDI,2020.0,SC,75.69
563,ANITA GARIBALDI,2021.0,SC,14.41
564,ANITA GARIBALDI,2022.0,SC,31.43
565,ANITA GARIBALDI,2023.0,SC,0.18
566,ANITAPOLIS,2019.0,SC,1.67
567,ANITAPOLIS,2020.0,SC,7.08
