,municipio,V1,V2,V3,V8,V9,V10,V17,V20,V21,V25,V26,V34,V39,uf
1837,PORTO FELIZ,442.0,80.0958,7.54751,23.3032,27.1493,37.7828,21.1658,33.0317,6.56109,4567.92,3520.67,59.7285,53.6199,SP
1838,CAXAMBU,99.0,60.9115,3.64646,13.1313,5.05051,77.7778,70.1174,40.404,46.4646,5234.57,0.0,19.3878,38.3838,MG
1839,PILOES,530.0,5.91421,2.44528,17.1698,41.3208,27.3585,25.511,27.3585,0.754717,427.046,0.0,8.49057,47.5472,PB
1840,ITAQUIRAI,2820.0,61.9308,3.44468,29.8227,0.531915,68.4752,44.2161,27.766,51.4539,4637.37,3683.73,37.4956,58.0851,MS
1841,MUNHOZ,550.0,21.8869,3.56,23.2727,1.09091,45.6364,40.5487,19.8182,38.3636,8249.58,0.0,42.3636,47.2727,MG
1842,CORONEL SAPUCAIA,478.0,194.189,3.63389,51.2552,0.41841,45.1883,58.4044,32.4268,11.0879,4082.8,2939.25,15.0628,43.7239,MS
1843,IBIPORA,482.0,40.6518,2.8361,54.1494,6.84647,23.029,13.4752,22.1992,6.0166,5921.63,3560.76,63.6929,51.6598,PR
1844,BARRA DO GUARITA,213.0,18.9781,2.38967,64.3193,0.0,34.2723,22.9061,34.2723,56.338,6627.42,2594.61,88.7324,82.6291,RS
1845,NAZARE PAULISTA,298.0,20.8383,2.90268,2.34899,2.01342,25.8389,29.9044,13.4228,11.4094,5338.5,0.0,11.4094,56.0403,SP
1846,SAO LUIS DO PARAITINGA,510.0,62.895,2.83529,6.07843,1.37255,82.7451,62.2396,44.5098,41.1765,7321.88,4320.0,10.1961,52.549,SP
1847,URAI,600.0,37.1398,3.03,70.3333,7.5,13.6667,18.3438,18.0,4.33333,4746.95,3175.05,80.1667,24.6667,PR
1848,ASTORGA,705.0,57.495,3.07801,35.1773,14.8936,44.2553,16.2701,32.0567,17.1631,5556.49,3622.78,50.2841,47.9433,PR
1849,PORANGABA,391.0,32.8779,2.33248,4.60358,1.53453,87.7238,65.8774,45.7801,29.156,4170.75,3867.77,5.37084,45.7801,SP
1850,JUNDIAI,399.0,20.5052,4.03258,5.51378,53.6341,16.5414,22.1342,13.0326,4.26065,6190.85,0.0,63.9098,52.8822,SP
1851,IBITURUNA,172.0,65.4906,6.15698,6.97674,26.7442,65.6977,63.2941,21.5116,53.4884,7152.44,0.0,49.4186,41.2791,MG
1852,BARRA DO JACARE,282.0,28.8321,2.24823,68.7943,1.77305,23.7589,11.4756,15.6028,10.2837,4153.97,3201.68,70.922,53.1915,PR
1853,ATALAIA,279.0,41.5824,2.69176,35.4839,7.8853,49.4624,14.9145,32.2581,9.67742,5519.04,3279.34,46.595,26.1649,PR
1854,BANDEIRANTES,774.0,36.2098,3.48708,62.1447,5.42636,12.5323,14.4572,12.2739,5.81395,4059.87,3087.69,80.6202,48.062,PR
1855,IGUATEMI,927.0,291.708,3.83064,6.47249,0.21575,90.7228,73.8199,50.2697,43.7972,4463.59,2763.3,20.8198,40.6688,MS
1856,NOVA ESPERANCA,777.0,42.6441,3.69369,21.2355,10.6821,59.8456,34.7564,41.3127,12.2265,4929.04,3168.84,26.7696,33.0759,PR
1857,CORNELIO PROCOPIO,729.0,77.3042,3.19204,58.8477,6.85871,30.8642,26.5714,31.4129,6.99588,5061.13,3378.36,67.1703,31.4129,PR
1858,AMAPORA,319.0,111.154,3.49216,11.5987,0.31348,86.2069,55.9554,32.9154,35.7367,4406.53,3250.62,16.4038,45.768,PR
1859,PARDINHO,99.0,199.599,9.0,19.1919,20.202,53.5354,37.1884,37.3737,26.2626,7211.01,4031.82,54.5455,27.2727,SP
1860,LAGOINHA,257.0,50.6934,3.09339,10.8949,0.77821,80.1556,63.2199,37.3541,48.249,7837.05,0.0,36.1868,48.6381,SP
1861,IPAUSSU,42.0,338.658,2.7381,38.0952,4.7619,45.2381,11.9371,19.0476,9.52381,4804.26,3260.93,35.7143,33.3333,SP
1862,RANCHO ALEGRE,234.0,49.612,3.74359,83.3333,8.97436,4.2735,2.09231,4.2735,2.5641,5284.45,3322.47,94.4444,29.9145,PR
1863,PIRAJU,420.0,74.704,4.54762,16.4286,24.5238,48.3333,38.38,40.9524,9.04762,4494.31,3867.89,42.8571,30.4762,SP
1864,JUMIRIM,113.0,28.4945,2.43363,13.2743,2.65487,77.8761,64.5859,69.9115,7.07965,5738.61,3099.17,25.6637,45.1327,SP
1865,VINHEDO,85.0,25.2885,4.43529,8.23529,55.2941,20.0,37.5694,12.9412,0.0,3769.29,0.0,62.3529,55.2941,SP
1866,ATIBAIA,600.0,20.0723,6.23667,4.66667,7.66667,14.8333,32.6502,9.5,6.5,5719.03,3199.22,74.6244,49.0,SP
1867,RAFARD,69.0,111.879,4.55072,36.2319,2.89855,56.5217,9.7963,46.3768,10.1449,3505.92,0.0,50.7246,52.1739,SP
1868,IGARATA,120.0,110.284,3.025,1.66667,0.833333,64.1667,37.1966,30.8333,39.1667,0.0,0.0,27.5,42.5,SP
1869,JARINU,188.0,29.817,5.2766,9.57447,34.5745,18.0851,23.4449,19.1489,9.04255,5569.34,0.0,66.4894,49.4681,SP
1870,SANTA ISABEL DO IVAI,467.0,62.4967,3.22056,17.9872,1.07066,76.6595,67.1851,53.3191,27.6231,3954.53,3321.83,39.8287,37.9015,PR
1871,INDAIATUBA,332.0,46.8547,5.34337,12.9518,57.8313,19.5783,35.2582,13.253,3.61446,7784.99,2927.88,75.4545,43.3735,SP
1872,MANDURI,191.0,76.6043,3.41361,22.5131,26.7016,41.8848,19.9276,32.9843,19.8953,5017.45,3863.91,66.4921,57.0681,SP
1873,LOANDA,421.0,144.374,3.91211,8.31354,0.712589,86.2233,72.1209,69.5962,22.0903,2349.24,3322.95,21.6152,28.266,PR
1874,CACAPAVA,119.0,126.343,5.05042,21.8487,2.52101,64.7059,42.6442,47.0588,27.7311,5119.17,0.0,36.1345,36.9748,SP
1875,PRADO FERREIRA,100.0,128.902,5.23,64.0,5.0,28.0,9.11625,23.0,13.0,6332.21,3658.83,55.0,47.0,PR
1876,CERRO GRANDE,321.0,18.5688,2.61994,53.5826,2.49221,43.3022,10.9327,21.4953,60.1246,7144.84,3144.29,87.5389,77.5701,RS
1877,BOFETE,227.0,168.327,3.84581,3.96476,3.0837,83.2599,39.8265,54.6255,21.5859,1851.24,0.0,18.0617,31.7181,SP
1878,JACAREZINHO,811.0,61.3674,4.16646,26.3872,5.17879,65.2281,48.3608,50.6782,15.1665,6916.07,3719.59,18.2491,46.979,PR
1879,TAUBATE,351.0,89.2301,4.0,12.2507,5.12821,63.5328,50.2961,31.0541,37.6068,6803.73,3121.08,32.0,42.735,SP
1880,ITUPEVA,116.0,64.6638,6.73276,10.3448,53.4483,18.9655,50.7127,24.1379,1.72414,6941.9,4338.84,78.4483,50.8621,SP
1881,PIRACAIA,305.0,50.9718,3.31148,5.2459,4.91803,52.1311,42.9144,32.459,18.3607,6408.45,0.0,22.3684,45.9016,SP
1882,SANTA FE,436.0,59.0493,3.92431,28.8991,5.50459,57.5688,27.1933,43.8073,14.6789,4856.3,3302.82,48.1567,35.3211,PR
1883,ITATINGA,216.0,308.524,6.98148,8.7963,6.94444,65.2778,14.4741,25.0,38.8889,3872.32,4423.06,46.6667,34.7222,SP
1884,RANCHO QUEIMADO,353.0,47.0625,2.52975,10.1983,0.566572,37.1105,42.1948,50.7082,22.6629,5216.3,1200.0,68.4659,67.7054,SC
1885,PLANALTINA DO PARANA,468.0,69.2892,2.26923,22.8632,0.42735,75.641,67.9553,46.1538,35.8974,2377.41,2329.1,49.2505,38.6752,PR
1886,CHAVANTES,29.0,462.925,3.7931,44.8276,10.3448,34.4828,5.96389,27.5862,17.2414,3985.06,3361.09,51.7241,34.4828,SP
1887,SERTANOPOLIS,393.0,99.0363,4.43511,70.4835,3.81679,22.9008,12.9003,27.4809,12.7226,5270.99,3359.37,83.4606,43.0025,PR
1888,ANDIRA,291.0,66.8987,3.2268,73.5395,10.6529,7.90378,3.29101,8.59107,6.18557,5089.23,3289.44,87.6289,42.268,PR
1889,ITATIBA,331.0,51.9502,4.4713,12.3867,22.9607,39.8792,49.6459,33.2326,3.02115,6874.2,2794.42,49.5468,45.9215,SP
1890,MIRASELVA,134.0,44.9952,3.98507,23.8806,3.73134,70.8955,40.1502,41.0448,16.4179,2991.98,2861.58,23.8806,39.5522,PR
1891,SANTA CRUZ DE MONTE CASTELO,445.0,67.1654,2.6809,14.1573,1.34831,83.1461,65.6879,45.3933,42.4719,5022.66,3037.26,17.7528,38.6517,PR
1892,VALINHOS,266.0,15.8907,4.38722,2.63158,77.8195,11.6541,44.7961,6.76692,0.75188,3000.0,0.0,77.4436,40.9774,SP
1893,ITAMBARACA,202.0,94.1581,3.40099,77.7228,1.9802,7.92079,4.33358,15.3465,9.40594,4960.93,3410.14,89.5522,37.1287,PR
1894,MONTE MOR,226.0,51.0951,5.75664,15.4867,7.52212,56.6372,33.2445,46.9027,8.40708,6782.04,3857.02,38.4956,51.3274,SP
1895,SANTA MARIANA,299.0,127.823,4.17726,60.5351,10.3679,20.4013,7.37603,16.7224,4.34783,4502.26,3406.73,76.5886,23.0769,PR
1896,CAMBARA,398.0,81.7903,3.06784,80.1508,3.01508,10.5528,4.32792,7.78894,2.51256,4440.97,3144.02,85.6423,52.2613,PR
1897,CRUZEIRO DO SUL,257.0,85.6754,5.53696,23.3463,14.3969,51.3619,27.2939,39.2996,17.5097,5025.28,3198.61,61.0895,31.9066,PR
1898,BELA VISTA DO PARAISO,342.0,58.7906,3.05263,70.4678,4.67836,19.0058,7.27086,10.5263,4.97076,5859.32,3550.51,58.7719,44.4444,PR
1899,ALTO PARANA,592.0,61.4632,4.15709,19.5946,11.9932,61.1486,51.0919,45.1014,15.5405,4322.06,2676.48,54.5145,33.277,PR
1900,LEOPOLIS,300.0,91.9499,3.17667,42.6667,3.0,49.3333,31.2452,38.6667,17.6667,4548.44,3026.7,51.6667,36.3333,PR
1901,MOMBUCA,54.0,162.622,4.40741,59.2593,5.55556,33.3333,7.29544,31.4815,7.40741,2656.43,3200.0,79.6296,44.4444,SP
1902,CERQUEIRA CESAR,394.0,102.697,3.96193,15.736,4.31472,69.0355,24.9058,46.4467,28.4264,6411.06,3610.87,31.4721,46.4467,SP
1903,PORTO FERREIRA,141.0,106.662,5.06383,45.3901,10.6383,27.6596,4.92942,17.0213,13.4752,8865.65,3138.77,63.0435,39.7163,SP
1904,TIETE,417.0,63.5508,3.83933,23.9808,1.19904,70.2638,44.8484,65.2278,8.63309,5270.37,3113.75,28.777,46.7626,SP
1905,OLEO,336.0,59.7853,2.70833,25.2976,6.25,37.7976,37.2271,38.9881,13.6905,4728.32,3434.63,58.3333,48.2143,SP
1906,JAGUAPITA,409.0,98.8648,5.70416,26.8949,2.20049,67.4817,26.9925,54.0342,11.0024,5419.44,3447.96,36.1858,42.7873,PR
1907,HORTOLANDIA,19.0,17.2763,4.94737,5.26316,0.0,10.5263,36.8621,10.5263,0.0,7777.78,2400.0,84.2105,73.6842,SP
1908,PALOTINA,1249.0,51.5897,3.21057,70.9368,0.480384,24.8999,4.29779,17.534,17.8543,5958.88,3641.5,77.6263,57.486,PR
1909,LOBATO,158.0,144.887,5.86709,33.5443,1.26582,62.0253,17.6288,41.7722,27.8481,5858.88,3453.55,58.8608,29.1139,PR
1910,LARANJAL PAULISTA,461.0,51.8802,3.1128,15.4013,3.03688,79.8265,39.1382,62.9067,10.6291,6740.98,3454.02,21.0412,43.8178,SP
1911,JOANOPOLIS,210.0,68.8161,2.85714,4.28571,1.42857,65.7143,46.0055,41.4286,29.0476,5223.51,0.0,14.2857,47.619,SP
1912,CAPIVARI,133.0,146.337,13.7519,36.0902,2.25564,46.6165,4.51942,32.3308,6.76692,3770.23,0.0,53.3835,36.8421,SP
1913,OURINHOS,173.0,111.898,15.8208,38.1503,1.15607,50.8671,8.98716,26.5896,17.9191,3735.7,3691.18,32.948,37.5723,SP
1914,ROSEIRA,56.0,129.581,3.92857,19.6429,1.78571,60.7143,68.1734,33.9286,37.5,0.0,0.0,33.9286,33.9286,SP
1915,MORUNGABA,145.0,43.7332,4.1931,14.4828,9.65517,56.5517,31.1373,33.1034,10.3448,6581.67,0.0,24.8276,40.6897,SP
1916,MONTEIRO LOBATO,139.0,91.3348,2.57554,3.59712,2.15827,85.6115,56.9725,38.8489,41.0072,1752.51,0.0,9.35252,35.9712,SP
1917,AVARE,665.0,149.791,7.01955,12.9323,7.81955,61.9549,24.852,45.2632,22.406,6193.84,3268.92,27.3001,39.5489,SP
1918,CONCHAS,509.0,43.2094,2.77603,3.73281,4.3222,90.7662,70.9028,58.1532,24.165,4664.19,1735.54,11.3949,30.8448,SP
1919,APARECIDA,83.0,76.3274,2.83133,14.4578,0.0,84.3373,64.4568,55.4217,36.1446,1095.12,0.0,16.8675,31.3253,SP
1920,SAQUAREMA,454.0,20.1807,2.45595,16.7401,33.4802,46.0352,47.641,17.6211,10.1322,1149.38,0.0,4.84582,55.9471,RJ
1921,SANTO ANTONIO DO PINHAL,166.0,25.6444,3.61446,3.61446,7.83133,40.9639,51.805,30.7229,15.0602,1072.36,0.0,49.3976,55.4217,SP
1922,BRAGANCA PAULISTA,583.0,40.0703,5.12864,13.5506,12.5214,43.5678,37.9053,27.6158,13.5506,7512.17,3476.57,41.681,53.5163,SP
1923,SALTINHO,89.0,75.8672,2.86517,31.4607,7.86517,58.427,40.6773,59.5506,2.24719,6676.45,0.0,53.9326,64.0449,SP
1924,FLORESTOPOLIS,211.0,75.3368,3.68246,56.3981,2.36967,34.5972,12.5646,12.3223,18.0095,4508.7,3983.82,50.237,40.7583,PR
1925,SALTO GRANDE,159.0,92.9811,66.7421,74.2138,1.25786,16.9811,6.03236,16.9811,10.0629,5127.89,3415.26,86.7089,43.3962,SP
1926,GUAIRACA,499.0,95.0248,5.37475,16.0321,2.40481,76.7535,47.8379,47.2946,15.0301,954.341,0.0,19.4389,39.6794,PR
1927,SERTANEJA,169.0,202.232,6.15976,82.2485,4.14201,10.0592,1.61669,8.87574,8.28402,5495.05,3322.94,89.3491,21.8935,PR
1928,IGUABA GRANDE,66.0,16.2109,2.10606,16.6667,4.54545,74.2424,84.1855,28.7879,15.1515,803.859,0.0,0.0,56.0606,RJ
1929,FLORINIA,46.0,300.232,6.36957,80.4348,2.17391,13.0435,0.606386,10.8696,13.0435,4593.06,2821.33,89.1304,36.9565,SP
1930,TUIUTI,456.0,21.2535,3.45395,18.6404,6.57895,59.8684,57.3419,47.3684,12.5,4907.48,0.0,41.886,45.1754,SP
1931,MESQUITA,56.0,2.45452,4.44643,17.8571,41.0714,30.3571,0.800274,0.0,1.78571,2962.96,0.0,0.0,39.2857,RJ
1932,PRATANIA,88.0,169.939,5.71591,14.7727,22.7273,51.1364,15.6876,32.9545,15.9091,5097.74,4501.34,51.1364,36.3636,SP
1933,CAMPINAS,582.0,64.3361,5.32818,6.01375,30.4124,35.7388,34.7072,21.134,8.59107,4482.06,2787.06,47.7663,40.378,SP
1934,SAO JOAO DO CAIUA,319.0,97.1986,4.13166,21.9436,5.64263,69.906,70.7382,44.5141,14.1066,3719.01,0.0,21.6981,40.7523,PR
1935,AGUAS DE SANTA BARBARA,212.0,150.996,6.54717,17.9245,6.13208,64.6226,17.6533,42.4528,23.5849,6172.85,4083.04,44.1748,50.0,SP
1936,CARAVELAS,1005.0,144.181,5.3592,27.6617,17.1144,47.3632,20.9093,27.0647,22.7861,1061.27,0.0,15.4536,45.6716,BA
1937,NAVIRAI,442.0,610.329,5.91176,21.9457,2.0362,65.8371,41.3688,50.0,20.8145,4872.82,3287.84,40.8163,32.1267,MS
1938,PEDRINHAS PAULISTA,116.0,91.6413,3.18103,94.8276,0.0,5.17241,3.02792,13.7931,6.03448,4997.24,2808.1,96.5517,27.5862,SP
1939,PRIMEIRO DE MAIO,445.0,52.3184,2.64944,77.9775,3.14607,11.9101,8.255,11.9101,4.7191,5713.68,3271.57,85.8427,36.1798,PR
1940,PINHALZINHO,307.0,21.6074,2.69707,5.53746,5.53746,63.5179,57.2221,30.2932,29.316,6976.57,0.0,20.5212,64.4951,SP
1941,EXTREMA,526.0,21.6572,2.41065,12.1673,2.85171,72.0532,62.2074,39.7338,27.3764,5486.05,3508.18,14.4487,52.4715,MG
1942,SAPUCAIMIRIM,289.0,64.0041,2.62976,7.61246,2.76817,69.5502,33.9219,50.519,22.8374,4388.06,0.0,8.99654,49.827,MG
1943,PARANACITY,246.0,113.167,7.30081,30.4878,23.1707,41.4634,12.4108,28.0488,18.2927,4066.18,2925.7,26.8293,38.6179,PR
1944,PINDAMONHANGABA,301.0,127.564,4.72425,12.6246,3.98671,75.0831,51.2827,32.8904,46.1794,8093.85,2400.0,31.5615,28.5714,SP
1945,PALMITAL,401.0,115.913,4.91771,86.2843,2.49377,7.73067,2.8731,15.212,5.48628,4446.86,3257.92,89.2768,38.9027,SP
1946,ARAL MOREIRA,618.0,248.241,3.4466,62.4595,1.45631,33.8188,10.5349,12.2977,21.0356,5454.05,3707.61,45.1299,47.0874,MS
1947,CANDIDO MOTA,351.0,112.48,3.58405,86.3248,1.4245,8.26211,2.35657,19.6581,7.12251,5226.1,3332.74,92.0228,50.1424,SP
1948,BELFORD ROXO,17.0,4.992,2.17647,5.88235,0.0,70.5882,36.9415,5.88235,35.2941,0.0,0.0,11.7647,35.2941,RJ
1949,IBIRAREMA,139.0,119.371,2.79137,88.4892,0.0,10.0719,7.15271,15.1079,15.1079,4241.62,2636.4,87.7698,46.7626,SP
1950,PAULISTA,165.0,4.26423,2.49697,18.7879,15.7576,55.1515,18.2068,8.48485,6.06061,0.0,0.0,0.0,60.0,PE
1951,COLORADO,393.0,88.3459,4.79898,9.16031,7.37913,75.827,29.1117,60.0509,19.3384,4788.88,3095.67,40.2036,42.7481,PR
1952,BADY BASSITT,153.0,49.9373,2.98039,9.15033,7.18954,73.8562,39.3105,44.4444,28.7582,10305.7,3286.53,37.2549,43.1373,SP
1953,CAMANDUCAIA,1041.0,33.0669,3.62344,13.9289,1.44092,56.6763,39.2532,45.1489,15.3698,4922.01,0.0,24.3738,56.4841,MG
1954,PORECATU,166.0,178.962,4.62651,68.6747,3.61446,19.8795,6.12555,10.241,3.01205,4800.57,2808.56,42.7711,45.7831,PR
1955,IARAS,432.0,93.1041,10.7847,11.1111,1.85185,71.5278,13.9214,35.6481,34.0278,6702.62,3698.62,12.7315,63.1944,SP
1956,ALVORADA DO SUL,371.0,74.1141,3.70081,79.5148,3.50404,10.2426,11.0251,19.1375,3.2345,5404.67,3092.18,85.1752,35.31,PR
1957,CENTENARIO DO SUL,795.0,46.3622,3.27799,67.4214,2.89308,27.7987,15.4566,15.7233,13.2075,4152.27,3019.7,62.0126,50.6918,PR
1958,SAO PEDRO DA ALDEIA,289.0,44.8866,2.57439,23.8754,4.84429,67.474,60.4272,30.1038,8.3045,676.252,0.0,1.38889,51.2111,RJ
1959,RIO CLARO,663.0,82.2274,2.75867,8.29563,6.33484,77.6772,51.2938,29.2609,35.2941,1255.63,0.0,3.16742,49.0196,RJ
1960,LORENA,189.0,111.909,3.62963,9.52381,1.5873,82.0106,55.4843,25.3968,61.3757,1712.79,0.0,47.619,29.1005,SP
1961,QUELUZITO,193.0,33.3447,2.43523,5.69948,0.0,90.1554,68.3624,11.9171,84.456,10230.3,0.0,32.6425,47.1503,MG
1962,JURUAIA,1177.0,12.9828,3.60918,2.20901,60.3229,36.7035,47.2592,21.5803,17.0773,4304.43,0.0,67.7145,69.4987,MG
1963,GUARATINGUETA,372.0,106.307,4.01075,18.5484,2.68817,67.7419,63.8272,39.5161,37.0968,3096.4,0.0,42.8571,37.6344,SP
1964,PARANAVAI,1328.0,79.9054,4.3366,20.9337,5.87349,66.6416,50.642,43.8253,20.4066,3134.93,3006.66,32.0,35.3163,PR
1965,TERRA RICA,989.0,59.7328,3.21739,16.7846,3.13448,76.4408,62.0081,48.635,22.4469,4733.96,3015.05,16.3968,42.7705,PR
1966,SAO JOSE DO BARREIRO,222.0,86.2936,3.07207,5.40541,2.25225,90.0901,57.1754,31.0811,61.2613,5378.98,0.0,8.55856,46.8468,SP
1967,BANANAL,236.0,78.4867,2.87288,2.11864,2.11864,92.3729,68.7112,41.5254,45.7627,7153.27,0.0,2.11864,37.2881,SP
1968,JUTI,339.0,384.186,4.00295,18.8791,2.94985,77.2861,54.6797,51.6224,23.0089,4957.36,3252.19,22.7139,38.3481,MS
1969,BOTUCATU,359.0,267.703,17.195,10.0279,17.2702,52.3677,13.7057,33.9833,21.1699,8246.55,3397.92,42.3398,29.2479,SP
1970,SANTO ANTONIO DO CAIUA,231.0,89.2897,3.18615,19.0476,6.06061,70.9957,66.3241,38.0952,11.6883,4079.38,1377.41,15.1515,41.5584,PR
1971,ANHEMBI,184.0,243.419,10.0,5.43478,7.06522,78.8043,36.4686,53.8043,23.3696,3318.29,0.0,26.087,22.2826,SP
1972,SILVEIRAS,338.0,71.6216,2.46746,9.46746,0.887574,82.2485,58.5631,40.8284,48.8166,3797.79,0.0,4.14201,42.3077,SP
1973,CAMPOS DO JORDAO,34.0,40.114,3.32353,2.94118,20.5882,41.1765,31.3968,29.4118,11.7647,0.0,0.0,20.5882,47.0588,SP
1974,ESPIRITO SANTO DO TURVO,97.0,182.793,14.6495,17.5258,6.18557,67.0103,34.0138,55.6701,17.5258,4901.54,3857.67,36.0825,39.1753,SP
1975,PARANAPOEMA,25.0,655.355,20.28,44.0,4.0,44.0,34.9105,40.0,12.0,4072.42,3036.9,56.0,20.0,PR
1976,SAO BENTO DO SAPUCAI,576.0,26.1885,3.22049,5.90278,23.0903,51.7361,57.464,35.7639,26.7361,2518.05,0.0,24.8264,52.4306,SP
1977,CACHOEIRA PAULISTA,254.0,72.6171,3.2874,6.69291,0.787402,86.6142,70.3589,35.8268,48.4252,5866.43,0.0,9.05512,31.1024,SP
1978,AMPARO,525.0,61.9535,5.08571,5.52381,16.381,53.7143,40.5264,35.8095,9.52381,6464.39,2250.0,36.381,33.5238,SP
1979,NOVA LONDRINA,300.0,78.5785,5.61,9.66667,1.33333,87.6667,62.5498,44.3333,24.3333,1857.38,913.441,5.33333,45.6667,PR
1980,ITAGUAJE,273.0,55.7407,3.17582,10.989,6.95971,77.2894,42.8124,39.1941,42.8571,4640.05,3039.62,61.1722,43.956,PR
1981,SAO MANUEL,133.0,357.096,22.2632,10.5263,34.5865,36.8421,5.82262,32.3308,15.7895,5988.04,0.0,47.3684,27.0677,SP
1982,PIRACICABA,691.0,136.307,8.94501,24.8915,5.06512,58.466,23.43,48.4805,9.69609,5482.43,3090.47,43.8495,47.7569,SP
1983,BOREBI,70.0,365.987,9.55714,10.0,4.28571,61.4286,4.73228,34.2857,32.8571,1644.27,3473.11,23.8806,44.2857,SP
1984,NOVA IGUACU,576.0,6.21487,2.1441,31.0764,11.4583,47.3958,36.8762,8.85417,18.75,3501.54,0.0,2.95139,45.4861,RJ
1985,AREIAS,82.0,206.493,4.68293,1.21951,1.21951,92.6829,60.5188,28.0488,62.1951,3866.98,0.0,10.9756,26.8293,SP
1986,SANTA CRUZ DO RIO PARDO,653.0,152.407,6.60031,28.6371,3.52221,49.6172,17.0555,52.3737,9.64778,5029.37,3622.58,49.0046,45.1761,SP
1987,CABEDELO,21.0,15.3077,2.61905,0.0,28.5714,66.6667,22.6914,38.0952,14.2857,0.0,0.0,10.0,47.619,PB
1988,MARACAI,217.0,169.889,10.5668,75.1152,1.84332,21.659,3.14684,30.4147,10.1382,4552.7,3252.62,77.4194,41.4747,SP
1989,PIRAI,596.0,49.5917,3.83557,28.5235,9.89933,55.2013,58.3854,22.3154,27.8523,681.753,0.0,5.04202,40.2685,RJ
1990,IJACI,122.0,36.2287,3.7377,16.3934,6.55738,68.0328,51.5343,22.1311,61.4754,8286.92,0.0,52.459,60.6557,MG
1991,PAULISTANIA,168.0,127.496,2.42262,19.6429,5.95238,62.5,35.0644,48.8095,21.4286,1716.01,0.0,26.1905,41.6667,SP
1992,SAO PEDRO DO TURVO,538.0,94.7974,3.93123,32.5279,7.62082,47.9554,36.3555,41.4498,15.2416,4373.42,3161.07,57.2491,50.0,SP
1993,IRACEMAPOLIS,28.0,281.686,5.14286,42.8571,10.7143,28.5714,0.581334,10.7143,7.14286,6334.84,3468.21,42.8571,39.2857,SP
1994,CAMPOS NOVOS PAULISTA,191.0,172.871,3.70681,57.0681,2.6178,38.2199,25.0659,33.5079,20.4188,4725.62,3259.05,62.8272,48.1675,SP
1995,MAGE,1040.0,11.3416,2.98654,31.8269,10.0962,44.9038,37.1992,6.34615,10.7692,3413.05,0.0,21.4493,54.6154,RJ
1996,PIQUETE,87.0,69.7046,2.98851,5.74713,1.14943,88.5057,59.8954,31.0345,58.6207,4166.67,0.0,29.8851,29.8851,SP
1997,PINHEIRAL,112.0,49.5154,3.6875,8.03571,6.25,75.0,55.9336,13.3929,45.5357,1501.22,0.0,2.7027,13.3929,RJ
1998,LENCOIS PAULISTA,273.0,290.217,15.1941,25.2747,10.989,37.7289,2.32488,28.5714,11.7216,4174.67,3167.72,39.1941,39.9267,SP
1999,MENDONCA,285.0,44.2639,2.69825,12.9825,13.3333,69.8246,33.3927,59.6491,11.5789,5857.28,3305.79,28.8732,44.9123,SP
2000,SANTA MARIA DA SERRA,124.0,142.652,3.69355,18.5484,4.03226,58.0645,27.6487,55.6452,8.06452,6934.97,0.0,37.9032,31.4516,SP
2001,IEPE,266.0,144.305,2.6015,45.1128,1.50376,50.0,25.9489,43.2331,16.5414,5189.61,3021.24,51.8797,31.9549,SP
2002,SOCORRO,1749.0,17.5437,2.60549,10.749,33.219,42.6529,62.1691,37.1641,19.2682,6487.52,3135.75,34.7627,64.1509,SP
2003,CHARQUEADA,107.0,105.296,7.14019,24.2991,1.86916,57.0093,13.8518,42.9907,11.215,5967.57,0.0,45.7944,42.9907,SP
2004,ASSIS,389.0,73.4708,3.09255,30.0771,2.05656,58.0977,17.9252,29.563,31.6195,4240.04,3042.73,43.9589,43.1877,SP
2005,SANTO EXPEDITO,172.0,49.5268,2.5407,1.16279,0.0,93.6047,76.3632,77.3256,15.6977,1735.54,0.0,10.4651,30.814,SP
2006,JATEI,381.0,383.425,4.021,6.56168,0.0,92.6509,51.3135,61.6798,26.5092,4099.79,3220.56,15.4856,37.5328,MS
2007,UBIRAJARA,317.0,67.28,3.55836,8.83281,15.4574,58.6751,47.2405,64.3533,9.77918,3128.74,3206.1,39.1167,37.5394,SP
2008,NOVO HORIZONTE DO SUL,611.0,114.232,2.57283,17.0213,0.163666,82.3241,59.5239,46.1538,39.6072,5657.67,3840.28,27.8232,69.5581,MS
2009,PARAISOPOLIS,1102.0,24.0459,1.84574,8.80218,4.53721,76.0436,73.8072,42.7405,36.7514,4444.78,0.0,7.63636,55.7169,MG
2010,LIMEIRA,936.0,27.4228,3.75855,36.7521,22.7564,21.2607,12.1583,13.8889,6.62393,5289.89,3221.24,59.4017,59.5085,SP
2011,SAO PEDRO,424.0,113.6,2.61321,6.36792,4.71698,74.0566,38.1212,57.783,16.2736,3432.6,2591.55,8.25472,16.9811,SP
2012,QUELUZ,50.0,178.367,3.96,10.0,0.0,74.0,37.7946,38.0,42.0,2666.67,0.0,18.0,34.0,SP
2013,ESTRELA DO NORTE,136.0,147.135,3.25,11.7647,1.47059,85.2941,38.4857,53.6765,28.6765,2815.84,0.0,19.1176,41.9118,SP
2014,CABRALIA PAULISTA,99.0,138.895,3.42424,12.1212,13.1313,63.6364,39.6196,43.4343,11.1111,7134.26,0.0,30.8511,42.4242,SP
2015,CARVALHOPOLIS,414.0,13.9034,2.25845,5.55556,70.0483,22.7053,39.6295,16.1836,33.3333,4583.91,0.0,72.2222,64.7343,MG
